[ 2013-12-05 20:17:41 ]
 L.fpp.u1.detmap          21      4        1             18          0-0           1877
 L.fpp.u1.detmap          22      4        1             18          1-1           1877
 L.fpp.v3.detmap           1      4        1             18          2-2           1877
 L.fpp.v3.detmap           2      4        1             18          3-3           1877
 L.fpp.v2.detmap           1      4        1             18          4-4           1877
 L.fpp.v2.detmap           2      4        1             18          5-5           1877
 L.fpp.v1.detmap           1      4        1             18          6-6           1877
 L.fpp.v1.detmap           2      4        1             18          7-7           1877
 L.fpp.v3.detmap           3      4        1             18          8-8           1877
 L.fpp.v3.detmap           4      4        1             18          9-9           1877
 L.fpp.v2.detmap           3      4        1             18         10-10          1877
 L.fpp.v2.detmap           4      4        1             18         11-11          1877
 L.fpp.v1.detmap           3      4        1             18         12-12          1877
 L.fpp.v1.detmap           4      4        1             18         13-13          1877
 L.fpp.v3.detmap           5      4        1             18         14-14          1877
 L.fpp.v3.detmap           6      4        1             18         15-15          1877
!							 
 L.fpp.v1.detmap          15      4        1             18         16-16           1877
 L.fpp.v1.detmap          16      4        1             18         17-17           1877
 L.fpp.v3.detmap          17      4        1             18         18-18           1877
 L.fpp.v3.detmap          18      4        1             18         19-19           1877
 L.fpp.v2.detmap          17      4        1             18         20-20           1877
 L.fpp.v2.detmap          18      4        1             18         21-21           1877
 L.fpp.v1.detmap          17      4        1             18         22-22           1877
 L.fpp.v1.detmap          18      4        1             18         23-23           1877
 L.fpp.v3.detmap          19      4        1             18         24-24           1877
 L.fpp.v3.detmap          20      4        1             18         25-25           1877
 L.fpp.v2.detmap          19      4        1             18         26-26           1877
 L.fpp.v2.detmap          20      4        1             18         27-27           1877
 L.fpp.v1.detmap          19      4        1             18         28-28           1877
 L.fpp.v1.detmap          20      4        1             18         29-29           1877
!
! Note tdc channels 30 and 31 of slot 18 have no corresponding wiregroup !!
!
 L.fpp.u1.detmap           5      4        1             18         64-64           1877
 L.fpp.u1.detmap           6      4        1             18         65-65           1877
 L.fpp.u3.detmap           7      4        1             18         66-66           1877
 L.fpp.u3.detmap           8      4        1             18         67-67           1877
 L.fpp.u2.detmap           7      4        1             18         68-68           1877
 L.fpp.u2.detmap           8      4        1             18         69-69           1877
 L.fpp.u1.detmap           7      4        1             18         70-70           1877
 L.fpp.u1.detmap           8      4        1             18         71-71           1877
 L.fpp.u3.detmap           9      4        1             18         72-72           1877
 L.fpp.u3.detmap          10      4        1             18         73-73           1877
 L.fpp.u2.detmap           9      4        1             18         74-74           1877
 L.fpp.u2.detmap          10      4        1             18         75-75           1877
 L.fpp.u1.detmap           9      4        1             18         76-76           1877
 L.fpp.u1.detmap          10      4        1             18         77-77           1877
 L.fpp.u3.detmap          11      4        1             18         78-78           1877
 L.fpp.u3.detmap          12      4        1             18         79-79           1877
!	
 L.fpp.u3.detmap           1      4        1             18         80-80           1877
 L.fpp.u3.detmap           2      4        1             18         81-81           1877
 L.fpp.u2.detmap           1      4        1             18         82-82           1877
 L.fpp.u2.detmap           2      4        1             18         83-83           1877
 L.fpp.u1.detmap           1      4        1             18         84-84           1877
 L.fpp.u1.detmap           2      4        1             18         85-85           1877
 L.fpp.u3.detmap           3      4        1             18         86-86           1877
 L.fpp.u3.detmap           4      4        1             18         87-87           1877
 L.fpp.u2.detmap           3      4        1             18         88-88           1877
 L.fpp.u2.detmap           4      4        1             18         89-89           1877
 L.fpp.u1.detmap           3      4        1             18         90-90           1877
 L.fpp.u1.detmap           4      4        1             18         91-91           1877
 L.fpp.u3.detmap           5      4        1             18         92-92           1877
 L.fpp.u3.detmap           6      4        1             18         93-93           1877
 L.fpp.u2.detmap           5      4        1             18         94-94           1877
 L.fpp.u2.detmap           6      4        1             18         95-95           1877
!							  						  
 L.fpp.v2.detmap           5      4        1             17          0-0            1877
 L.fpp.v2.detmap           6      4        1             17          1-1            1877
 L.fpp.v1.detmap           5      4        1             17          2-2            1877
 L.fpp.v1.detmap           6      4        1             17          3-3            1877
 L.fpp.v3.detmap           7      4        1             17          4-4            1877
 L.fpp.v3.detmap           8      4        1             17          5-5            1877
 L.fpp.v2.detmap           7      4        1             17          6-6            1877
 L.fpp.v2.detmap           8      4        1             17          7-7            1877
 L.fpp.v1.detmap           7      4        1             17          8-8            1877
 L.fpp.v1.detmap           8      4        1             17          9-9            1877
 L.fpp.v3.detmap           9      4        1             17         10-10           1877
 L.fpp.v3.detmap          10      4        1             17         11-11           1877
 L.fpp.v2.detmap           9      4        1             17         12-12           1877
 L.fpp.v2.detmap          10      4        1             17         13-13           1877
 L.fpp.v1.detmap           9      4        1             17         14-14           1877
 L.fpp.v1.detmap          10      4        1             17         15-15           1877
!							   
 L.fpp.u3.detmap          17      4        1             17         16-16           1877
 L.fpp.u3.detmap          18      4        1             17         17-17           1877
 L.fpp.u2.detmap          17      4        1             17         18-18           1877
 L.fpp.u2.detmap          18      4        1             17         19-19           1877
 L.fpp.u1.detmap          17      4        1             17         20-20           1877
 L.fpp.u1.detmap          18      4        1             17         21-21           1877
 L.fpp.u3.detmap          19      4        1             17         22-22           1877
 L.fpp.u3.detmap          20      4        1             17         23-23           1877
 L.fpp.u2.detmap          19      4        1             17         24-24           1877
 L.fpp.u2.detmap          20      4        1             17         25-25           1877
 L.fpp.u1.detmap          19      4        1             17         26-26           1877
 L.fpp.u1.detmap          20      4        1             17         27-27           1877
 L.fpp.u3.detmap          21      4        1             17         28-28           1877
 L.fpp.u3.detmap          22      4        1             17         29-29           1877
 L.fpp.u2.detmap          21      4        1             17         30-30           1877
 L.fpp.u2.detmap          22      4        1             17         31-31           1877
!							     
 L.fpp.v3.detmap          11      4        1             17         64-64           1877
 L.fpp.v3.detmap          12      4        1             17         65-65           1877
 L.fpp.v2.detmap          11      4        1             17         66-66           1877
 L.fpp.v2.detmap          12      4        1             17         67-67           1877
 L.fpp.v1.detmap          11      4        1             17         68-68           1877
 L.fpp.v1.detmap          12      4        1             17         69-69           1877
 L.fpp.v3.detmap          13      4        1             17         70-70           1877
 L.fpp.v3.detmap          15      4        1             17         71-71           1877
 L.fpp.v2.detmap          13      4        1             17         72-72           1877
 L.fpp.v2.detmap          14      4        1             17         73-73           1877
 L.fpp.v1.detmap          13      4        1             17         74-74           1877
 L.fpp.v1.detmap          14      4        1             17         75-75           1877
 L.fpp.v3.detmap          15      4        1             17         76-76           1877
 L.fpp.v3.detmap          16      4        1             17         77-77           1877
 L.fpp.v2.detmap          15      4        1             17         78-78           1877
 L.fpp.v2.detmap          16      4        1             17         79-79           1877
!							   
 L.fpp.u2.detmap          11      4        1             17          80-80          1877
 L.fpp.u2.detmap          12      4        1             17          81-81          1877
 L.fpp.u1.detmap          11      4        1             17          82-82          1877
 L.fpp.u1.detmap          12      4        1             17          83-83          1877
 L.fpp.u3.detmap          13      4        1             17          84-84          1877
 L.fpp.u3.detmap          14      4        1             17          85-85          1877
 L.fpp.u2.detmap          13      4        1             17          86-86          1877
 L.fpp.u2.detmap          14      4        1             17          87-87          1877
 L.fpp.u1.detmap          13      4        1             17          88-88          1877
 L.fpp.u1.detmap          14      4        1             17          89-89          1877
 L.fpp.u3.detmap          15      4        1             17          90-90          1877
 L.fpp.u3.detmap          16      4        1             17          91-91          1877
 L.fpp.u2.detmap          15      4        1             17          92-92          1877
 L.fpp.u2.detmap          16      4        1             17          93-93          1877
 L.fpp.u1.detmap          15      4        1             17          94-94          1877
 L.fpp.u1.detmap          16      4        1             17          95-95          1877

L.fpp. alignment 0
L.fpp. align_opt 0
L.fpp. calibration 0
L.fpp. calib_option 0
L.fpp. ana_front 1
L.fpp. ana_rear 1
L.fpp. demux_stats 0
L.fpp. evdisplay 0
L.fpp. mkjtrack 0
L.fpp. geometry 0.  0.  1.915899992  0.  0.  0.  0.  0. 24
L.fpp.v1. geometry  0.  0.  0.  0.889999986  0.239999995  0.  0. 160  0. .0109500000253320 -0.86762172
  0.  0.  0.  0.  0.  0.0104400003
L.fpp.v2. geometry  0.  0.  0.  0.889999986  0.239999995  0.  0.00949999969 160  0.  .0109500000253320
 -0.873096704  0.  0.  0.  0.  0.  0.0104400003
L.fpp.v3. geometry  0.  0.  0.  0.889999986  0.239999995  0.  0.0189999994 160  0.  .0109500000253320
 -0.86762172  0.  0.  0.  0.  0.  0.0104400003
L.fpp.u1. geometry  0.  0.  0.  0.889999986  0.239999995  0.  0.0656000003 176  0.  .0109500000253320
 -0.955210507  0.  0.  0.  0.  0.  0.0104400003
L.fpp.u2. geometry  0.  0.  0.  0.889999986  0.239999995  0.  0.0750999972 176  0.  .0109500000253320
 -0.960685492  0.  0.  0.  0.  0.  0.0104400003
L.fpp.u3. geometry  0.  0.  0.  0.889999986  0.239999995  0.  0.0844999999 176  0.  .0109500000253320
 -0.955210507  0.  0.  0.  0.  0.  0.0104400003
L.fpp.v4. geometry  0.  0.  1.199440002  1.11000001  0.319999993  0.  0. 160  0.  .0109500000253320
 -0.86762172  0.  0.  0.  0.  0.  0.0104400003
L.fpp.v5. geometry  0.  0.  1.199440002  1.11000001  0.319999993  0.  0.00949999969 160  0.
